Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,16057,15660,15287,15248.795,15219.027,15189.336,15159.731,15129.99,15100.756,15071.559,15042.137,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,134950,137110,139210,139210,139210,139210,139210,139210,139210,139210,139210,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tajikistan,TJK,44890,45730,47490,47806,48122,48438,48754,49071,49116,49182,49160,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tanzania,TZA,311899.9,340000,374975.94,380359,382482,384605,386728,388851,390974,393097,395212,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Thailand,THA,213830,198340,219600,223100,224100,225100,226100,227100,228100,229100,230100,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Timor-Leste,TLS,3180,3370,3391,3396,3401,3406,3411,3416,3421,3414,3414,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Togo,TGO,31600,34000,38500,38200,38200,38200,38200,38200,38200,38200,38200,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tonga,TON,320,300,330,330,340,350,350,350,350,350,350,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Trinidad and Tobago,TTO,770,670,540,540,540,540,540,540,540,540,540,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,91910,95510,99220,99430,97610,98340,97030,97430,97005,97310,97310,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkiye,TUR,396770,404790,384070,384230,385540,385510,383280,379640,378020,377160,377620,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,353500,355000,338380,338380,338380,338380,338380,338380,338380,338380,338380,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,10,10,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,20,20,18,18,18,18,18,18,18,18,18,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,119620,125120,144150,144150,144150,144150,144150,144150,144150,144150,144150,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,419290,414060,412970,415260,415110,415080,415150,414890,413290,413110,413110,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,2850,5470,3767,3794,3825,3828,3838,3838,3817.5,3904,3898,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,182030,169640,171820,172502,172320,171380,173499.818,174661.525,173508.616,175212.961,172592.981,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4143990,4030810.538,4036270,4041729,4047187,4052646,4058103.538,4058103.538,4058103.538,4058103.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,149170,149580,142370,143467,144751,144676,142653,142229,141908,141273,140634,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,277240,273280,252360,250600,255420,255480,255457,255332,255203,255553,256825,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1520,1750,1870,1870,1870,1870,1870,1870,1870,1870,1870,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,218600,216350,215000,215000,215000,215000,215000,215000,215000,215000,215000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vietnam,VNM,67260,87800,107933,108528,108737,121478,121722,121688,121405,123880,123600,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,100,70,40,40,40,40,40,40,33,33,33,..
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,5010,4990,4007.7,4146.2,4318,4307.2,4348,4442,4443,4449,4449,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,236260,236690,235010,234990,234516,234326,233858,234520,234520,234520,234520,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,208110,224980,238360,237360,238360,238360,238360,238360,238360,238360,238360,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,130100,150600,162000,162000,162000,162000,162000,162000,162000,162000,162000,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Eastern and Southern,AFE,6422792.1,6500933.9,6441140.365,6461235.65,6483468.675,6498087.9,6517235.025,6538552.75,6556857.12,6560796.62,6568777.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Africa Western and Central,AFW,3177529,3349638.8,3552415.2,3572750.1,3574968.5,3577363.4,3586105.221,3589797,3591824.6,3593420.6,3595031,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Arab World,ARB,4778872,5396622,4779721.2,4786024.35,4785555.5,4790277.771,4798429.254,4804428.859,4802538.011,4794529.809,4802615.039,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Caribbean small states,CSS,19643.3,20074.8,20117.1,20329,20490.9,20685.8,20767.8,20849.9,20941.9,20841.9,20841.9,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Central Europe and the Baltics,CEB,631840,591050,517581.8,518923.1,518221.4,519245.9,516233.8,515348.6,516300,521123.39,514211.61,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Early-demographic dividend,EAR,12988667.491,13435187.7,13312579.2,13293337.35,13250676.9,13233394.61,13228603.254,13213480.797,13190677.666,13179430.405,13205032.2,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific,EAS,12340929.7,12495198.7,11833265.973,11691000.3,11714927.1,11471058.799,11443151.5,11758667.1,11627520.1,11663378.5,11588243.969,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (excluding high income),EAP,7443915.7,7702262.7,7776323.333,7788438.3,7786193.2,7809784.899,7838656.6,7862032.2,7862287.8,7864241.2,7858457.669,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (IDA & IBRD countries),TEA,7418708,7676707,7749979.533,7762095.8,7759852,7783444.999,7812418,7835944.9,7836321.7,7838305.1,7832521.569,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Euro area,EMU,1341133,1269101.8,1182911.2,1178109.5,1162669.2,1160697,1154235.22,1154004.506,1148087.278,1156862.482,1153051.142,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia,ECS,8480991.32,8265250.73,8048619.43,8042640.753,8027231.917,8018592.806,8008604.279,8004569.551,7990513.81,7983361.932,7971375.31,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (excluding high income),ECA,6379862,6275577,6204896,6201011.3,6202190.1,6196921,6194621,6190209.01,6182657.81,6160841,6162066.05,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (IDA & IBRD countries),TEC,6739522,6619967,6500826,6499834.3,6499815.1,6494583,6489031,6483579.01,6476757.81,6459371,6457636.05,..
Agricultural land (sq. km),AG.LND.AGRI.K2,European Union,EUU,1931953,1826862.8,1675265.1,1671303.3,1654751.21,1652680.49,1643015.42,1642336.406,1637006.178,1650086.522,1639615.122,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Fragile and conflict affected situations,FCS,6876951.7,6966145.8,6957480.485,6987025.39,7004700.595,7016257.899,7034946.546,7055188.35,7066948.82,7072188.52,7078853.02,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Heavily indebted poor countries (HIPC),HPC,7305155.1,7470548.5,7250934.24,7287236.2,7303135.9,7314867.3,7335291.6,7351496.8,7368773.12,7376087.62,7382948.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,High income,HIC,13473453.32,13629359.73,12593870.608,12444219.253,12463911.517,12199963.506,12139112.479,12437203.16,12300015.707,12347223.239,12260231.867,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IBRD only,IBD,25753060.191,25929387.2,25714178.113,25737457.27,25685234.16,25687381.411,25685332.454,25720846.408,25690782.989,25661589.944,25658079.585,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA & IBRD total,IBT,35236329.091,35652561.3,35539976.698,35601232.5,35572065.275,35590414.71,35617737.8,35679207.158,35663179.709,35634758.564,35650052.705,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA blend,IDB,1857224.8,1934799.6,1957053.72,1958344.78,1964465.84,1965656.9,1973184.921,1976790.9,1977792.9,1973461.9,1980354.9,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA only,IDX,7626044.1,7788374.5,7868744.865,7905430.45,7922365.275,7937376.399,7959220.425,7981569.85,7994603.82,7999706.72,8011618.22,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA total,IDA,9483268.9,9723174.1,9825798.585,9863775.23,9886831.115,9903033.299,9932405.346,9958360.75,9972396.72,9973168.62,9991973.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Late-demographic dividend,LTE,15483213.3,15512623.8,15425057.473,15460828.2,15454064.6,15473706.2,15481565.4,15537212.492,15529165.359,15507171.148,15492262.743,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean,LCN,6759098.991,6745772.6,6696672.7,6698544.1,6649439.9,6630961.24,6595883.2,6608053.38,6577863.797,6572025.807,6569106.032,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean (excluding high income),LAC,6205221.991,6202608.6,6156127.7,6156793.1,6106753.9,6088268.24,6055801.2,6068389.38,6039296.797,6034443.807,6031862.032,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & the Caribbean (IDA & IBRD countries),TLA,6686791.991,6677253.6,6630211.7,6632767.1,6584348.1,6566311.24,6531425.2,6542908.38,6512774.797,6505936.807,6503017.032,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Least developed countries: UN classification,LDC,7400142.8,7549499.7,7682258.745,7719553.07,7741392.635,7761355.299,7788530.125,7815918.05,7836030.12,7841275.62,7853215.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low & middle income,LMY,34425276.791,34864032,34800299.198,34856908.7,34827489.775,34845341.31,34878274.9,34941831.958,34925995.309,34895105.164,34913697.305,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low income,LIC,5913076.7,6004064.8,6007861.065,6030611.21,6043625.155,6052884.8,6069857.225,6085790.45,6097535.22,6102230.72,6106976.22,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Lower middle income,LMC,9991312.3,10294487.6,10267531.293,10297426.93,10302799.44,10331363.87,10382525.675,10420366.418,10427325.182,10418085.337,10433653.303,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa,MEA,3332572,3875962,3727282.6,3729734.05,3729523.2,3731158.271,3736453.054,3745143.459,3744976.411,3737919.209,3746084.439,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (excluding high income),MNA,2076092,2112930,1968161.6,1971165.75,1967950.9,1968888.971,1974065.254,1981961.778,1981758.042,1974628.24,1982744.17,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (IDA & IBRD countries),TMN,2071082,2107940,1964153.9,1967019.55,1963632.9,1964581.771,1969717.254,1977519.778,1977315.042,1970179.24,1978295.17,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle income,MIC,28512200.091,28859967.2,28792438.133,28826297.49,28783864.62,28792456.51,28808417.675,28856041.508,28828460.089,28792874.444,28806721.085,..
Agricultural land (sq. km),AG.LND.AGRI.K2,North America,NAC,4883513,4756864,4608523.538,4614693,4620862,4627040,4633149,4638346.538,4640126.538,4639676.538,4635536.538,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,OECD members,OED,13778050,13453717.8,12338922.638,12196619.923,12207080.737,11940870.026,11879780.879,12210591.379,12067557.221,12107300.38,12020315.534,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Other small states,OSS,781075,783326.7,783843.92,780775.58,782624.24,781261.3,782902.1,783583.6,784101.467,781151.54,785773.789,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pacific island small states,PSS,7962,7760,7777,7801,7874,7973.2,7908.1,7863,7787.7,7723.1,7711.1,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Post-demographic dividend,PST,12053994,11725969.8,10737506.938,10586807.923,10601401.437,10336501.926,10280762.279,10579252.979,10439569.621,10483527.78,10398838.709,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pre-demographic dividend,PRE,7577417.3,8022156.8,8120852.065,8162045.75,8187154.875,8203601.2,8228380.346,8251029.05,8268573.42,8274179.42,8279784.82,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Small states,SST,808680.3,811161.5,811738.02,808905.58,810989.14,809920.3,811578,812296.5,812831.067,809716.54,814326.789,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia,SAS,2719904,2720121,2701250,2705530,2705980,2706042.4,2711806.1,2710905.34,2711328.64,2706749.197,2714774.764,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia (IDA & IBRD),TSA,2719904,2720121,2701250,2705530,2705980,2706042.4,2711806.1,2710905.34,2711328.64,2706749.197,2714774.764,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa,SSF,9600321.1,9850572.7,9993555.565,10033985.75,10058437.175,10075451.3,10103340.246,10128349.75,10148681.72,10154217.22,10163808.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (excluding high income),SSA,9600281.1,9850532.7,9993540.565,10033970.25,10058421.675,10075435.8,10103324.746,10128334.25,10148666.22,10154201.72,10163792.62,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (IDA & IBRD countries),TSS,9600321.1,9850572.7,9993555.565,10033985.75,10058437.175,10075451.3,10103340.246,10128349.75,10148681.72,10154217.22,10163808.12,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Upper middle income,UMC,18520887.791,18565479.6,18524906.84,18528870.56,18481065.18,18461092.64,18425892,18435675.09,18401134.907,18374789.107,18373067.782,..
Agricultural land (sq. km),AG.LND.AGRI.K2,World,WLD,48117330.111,48709741.73,47609169.806,47516127.953,47506401.292,47260304.816,47232387.379,47594035.118,47441011.016,47457328.403,47388929.172,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.3229842233568,57.882955399169,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.2769881790166,58.2769881790166,58.8074758904068,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,40.9124087591241,41.7518248175182,43.8430656934307,43.3321167883212,42.857299270073,42.8576642335766,43.1277372262774,42.8569708029197,42.8496715328467,42.8467153284672,42.538503649635,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,16.2385482882263,16.8032614811021,17.381490003107,17.3955322579291,17.3952656461243,17.4059228102468,17.3655321884285,17.3550108093197,17.3649641165853,17.3649641165853,17.3649641165853,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,15.85,29.85,23.9,23.25,22.6,21.95,21.3,20.65,20.05,20.05,20.05,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,48.936170212766,48.936170212766,39.9148936170213,40.0212765957447,40,40.0212765957447,40.0425531914894,40.0425531914894,40.063829787234,40,39.8297872340425,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,36.4219298949226,37.6685569904548,43.0112488970883,43.4564738910724,43.9016988850565,44.3469238790407,44.7921552899655,45.2373706585385,45.6825940482875,45.6825940482875,45.6825940482875,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.6128790619325,46.9581867146078,45.5813044224958,44.9219312381015,43.8533045394254,42.7846778407492,41.7160511420731,40.647424443397,39.6032286082823,39.6032286082823,39.6032286082823,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,41.0958904109589,46.4699683877766,59.1148577449947,59.1148577449947,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,58.9041095890411,58.8689848963822,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,60.4554625567864,59.2881038230738,50.3854314463116,48.3937102169923,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,47.1237724290889,46.2524798427461,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,36.6444498303442,35.630150266602,33.1459040232671,32.9180804653417,32.8914202617547,32.9429229277751,32.3578526417838,32.1694134755211,32.1477217644207,32.1280901599612,32.0741638390693,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,53.4289868656645,57.3863567580655,57.6870962278303,57.7045451795933,57.7005431692535,57.7017529003303,57.7355751784202,57.7956013645932,57.8253926004791,57.8278123260822,57.8382498850519,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.1988011988012,1.2987012987013,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,11.5942028985507,12.9577464788732,11.1688311688312,11.1688311688312,11.1543450064851,11.0539845758355,11.0397946084724,11.025641025641,11.025641025641,10.9833971902937,10.9554140127389,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,79.7879695782438,72.2132595836214,70.0852731044019,71.2760236613659,71.5602673427057,72.3994776062073,72.9984635476684,73.2989936237228,73.7673811170008,75.6318660213567,76.0620726741953,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.1860465116279,41.8604651162791,30.2325581395349,29.0697674418605,27.906976744186,25.5813953488372,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,46.2774974375148,45.6105063890204,43.3516182928452,42.9317720346167,42.4879171121282,42.242016376159,42.0354897826473,41.8448381185095,41.6444969947778,41.3223954869066,40.7971228692482,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,43.9670932358318,45.891677675033,43.9894319682959,44.1380449141347,43.9663143989432,43.8573315719947,44.6103038309115,43.8243064729194,44.7159841479524,44.7959907529723,45.066357331572,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.52389302937308,6.53222270933801,7.01446733888645,7.01446733888645,7.01446733888645,7.45287154756686,7.45287154756686,7.54055238930294,7.54055238930294,7.54055238930294,7.54055238930294,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.1312522170983,28.3345157857396,33.2564739269244,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,35.0301525363604,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.55555555555556,7.40740740740741,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.71684181238362,14.5226130653266,13.631712884015,13.631712884015,13.7891229635071,13.7891229635071,13.6063338926174,13.4490352348993,13.4504457262716,13.4504457262716,13.4504457262716,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.7286993445952,34.2869011354195,34.755838641189,34.8361488045786,34.8029170128312,34.7650696944521,34.7872242222838,34.6053724729992,34.8259946459891,34.8813809655682,34.8813809655682,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,42.96875,41.6015625,42.109375,42.20703125,42.12890625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.28125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.914280168687,45.7907645616078,45.677836006564,45.6690134632012,45.8842835212535,45.6330174862809,45.6330174862809,45.6330174862809,45.6330174862809,45.63372328975,45.63372328975,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.1043390036539,27.3175012622426,27.9100134718969,27.9962527547995,28.0824920377022,28.1687313206048,28.2549706035075,28.3410663137971,28.3410903622098,28.3410903622098,28.3410903622098,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.08728652751423,1.89753320683112,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.6720600198861,50.4564765434331,47.1904937361828,46.0114222549742,45.8456153279293,46.1670965364775,46.2509211495947,46.3294030950626,46.3338246131172,46.3983050847458,46.4904200442152,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,34.9963450292398,35.7090643274854,44.3823099415205,45.1133040935673,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,44.3823099415205,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,82.1651090342679,72.702492211838,75.2725856697819,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,..
